BirminghamAL,LittleRockAR,MesaAZ,PhoenixAZ,ScottsdaleAZ,TempeAZ,TucsonAZ,AlamedaCA,BerkeleyCA,BeverlyHillsCA,FresnoCA,IrvineCA,LosAngelesCA,OaklandCA,PiedmontCA,SacramentoCA,SanDiegoCA,SanFranciscoCA,SanJoseCA,SantaClaraCA,SunnyvaleCA,WestHollywoodCA,ColoradoSpringsCO,DenverCO,WashingtonDC,GainesvilleFL,HialeahFL,JacksonvilleFL,MiamiFL,OrlandoFL,PompanoBeachFL,TallahasseeFL,TampaFL,AtlantaGA,NorcrossGA,RoswellGA,SmyrnaGA,DesMoinesIA,BoiseID,ChicagoIL,HarwoodHeightsIL,IndianapolisIN,WichitaKS,LexingtonKY,LouisvilleKY,BatonRougeLA,NewOrleansLA,BostonMA,SomervilleMA,BaltimoreMD,TakomaParkMD,GrandRapidsMI,MinneapolisMN,StPaulMN,KansasCityMO,SpringfieldMO,StLouisMO,JacksonMS,CaryNC,CharlotteNC,DurhamNC,GreensboroNC,RaleighNC,LincolnNE,OmahaNE,NewarkNJ,AlbuquerqueNM,LasVegasNV,RenoNV,AlbanyNY,BuffaloNY,NewYorkNY,RochesterNY,SyracuseNY,CincinnatiOH,ClevelandOH,ColumbusOH,DaytonOH,OklahomaCityOK,TulsaOK,BeavertonOR,EugeneOR,PortlandOR,PhiladelphiaPA,PittsburghPA,StateCollegePA,ProvidenceRI,ColumbiaSC,GreenvilleSC,KnoxvilleTN,MemphisTN,NashvilleTN,AddisonTX,AustinTX,DallasTX,FtWorthTX,HoustonTX,IrvingTX,LubbockTX,McNeilTX,PlanoTX,SanAntonioTX,MidvaleUT,SaltLakeCityUT,ArlingtonVA,AshburnVA,HerndonVA,NorfolkVA,RestonVA,RichmondVA,BellevueWA,SeattleWA,SpokaneWA,MadisonWI,MilwaukeeWI
0.0158332172,0.0164780262,0.0057022188,0.0057127299,0.0057025209,0.0057942535,0.006338316,0.0085811662,0.0085811662,0.0097549071,0.0067078495,0.0101913252,0.0097549071,0.008186303,0.008186303,0.0082026967,0.0100884905,0.0084789308,0.0080755377,0.0083999926,0.0081734752,0.009663678,0.0079346139,0.0079036653,0.0128959669,0.0171419168,0.0177983009,0.0174699252,0.0178414884,0.0170667182,0.0179652245,0.0169897988,0.0173787648,0.0149789599,0.0148582189,0.0148109912,0.0150146127,0.01380707,0.0066720285,0.0126590387,0.0126318408,0.0131907946,0.0141460756,0.0136747745,0.0143409335,0.0178564623,0.0174021866,0.011135037,0.0110164266,0.0126823411,0.0130003842,0.0118456134,0.0122794318,0.0123357499,0.0146691165,0.015041113,0.0143271019,0.0167751908,0.0141639793,0.0146204224,0.0142052967,0.0136475509,0.0141720925,0.0135562915,0.0133762471,0.0119530655,0.0060846778,0.0046536502,0.0055016502,0.011923369,0.011504562,0.0116188273,0.0115517183,0.0119671773,0.0135325037,0.0120395086,0.0128126099,0.0129572217,0.0147524477,0.015810222,0.0094430134,0.0100366051,0.0094565405,0.0125186203,0.0121979655,0.0117329898,0.0113690245,0.0153024974,0.0145842245,0.014664971,0.0161289214,0.0149763012,0.0153885248,0.0155557852,0.0154902214,0.0151594395,0.0176107408,0.0154987783,0.01173832,0.015296388,0.0153821304,0.0156552811,0.0065348014,0.0066799327,0.0128959669,0.0127753738,0.0127615724,0.0143588606,0.012717403,0.0134749328,0.0097575474,0.009707737,0.0076629627,0.0123619582,0.0117066672
0.0157095644,0.016189763,0.0057392705,0.0057481052,0.0057389587,0.0058301337,0.0064233351,0.0086259731,0.0086259731,0.0097509037,0.0066856495,0.0101735759,0.0097509037,0.008233603,0.008233603,0.0082423606,0.0101074301,0.008520421,0.008054021,0.0083838363,0.0081716058,0.0096824724,0.0079235441,0.0077557962,0.013082346,0.0172862099,0.0177680391,0.017477828,0.0178099842,0.017206871,0.0180181918,0.0171703106,0.0175002599,0.0149068759,0.0147500405,0.0147000349,0.0149206169,0.0138035006,0.006699933,0.0128623012,0.012859111,0.0132475266,0.0140993477,0.0135177307,0.0142052072,0.0178039068,0.0176719339,0.0117656092,0.0116706551,0.0127744425,0.0132193704,0.0120999536,0.0125492012,0.0126318866,0.0142280019,0.0147490985,0.0140603547,0.0165150658,0.0147049898,0.0149988536,0.014738321,0.0140308752,0.0147149356,0.0133184311,0.0132340436,0.0121253821,0.00645534,0.0047509502,0.0055952884,0.0120412245,0.0113187509,0.0118983453,0.0113613641,0.01182343,0.0133944648,0.0120992564,0.0126533759,0.0128522655,0.0149288908,0.015806161,0.0094173335,0.0099606058,0.0094411071,0.0125841294,0.0122275238,0.0116940509,0.0118684453,0.0155779585,0.0145878071,0.0145652662,0.0158137887,0.0150589283,0.0155293734,0.0158793707,0.015643738,0.0152642624,0.0174094533,0.0156302193,0.0117654804,0.0156214693,0.0155400936,0.0158924089,0.0065533559,0.0066830587,0.013082346,0.0128908731,0.0128865426,0.0146841682,0.0128494453,0.0138418328,0.0097019078,0.0096509662,0.0078910967,0.0127357498,0.0122027804
0.0152497514,0.0160918584,0.0059701828,0.0059898856,0.0059717655,0.0060704488,0.0068037724,0.0087121214,0.0087121214,0.009866545,0.0067442769,0.0103053992,0.009866545,0.0083136242,0.0083136242,0.0082960756,0.0101767283,0.0086116395,0.0081201082,0.0084691151,0.0082716242,0.0097550547,0.0076538356,0.007434937,0.0133935205,0.0171443108,0.0176750885,0.0174726837,0.0177060413,0.0171564691,0.0178692677,0.0173906892,0.0175602378,0.0148695844,0.0147127823,0.0146332705,0.014856383,0.0136440195,0.0067123912,0.0131421875,0.0131232368,0.0132324802,0.0143245396,0.013292049,0.0139242511,0.0178800952,0.0176971375,0.0120179524,0.0118687691,0.0131403038,0.0135572177,0.0122000622,0.011980391,0.0120304486,0.0141702729,0.0146847875,0.0141003014,0.0163491694,0.0142136212,0.0144810879,0.0142590782,0.0136083865,0.0142470094,0.0134633368,0.0134222882,0.0127929233,0.006853346,0.0046673811,0.0055114026,0.0123499573,0.0117471274,0.0120638314,0.0117142573,0.0121859191,0.0133840281,0.0123898094,0.0129906413,0.0129735566,0.0149115202,0.0160272098,0.0094094061,0.0099730825,0.0094228998,0.0131643407,0.0125292316,0.0120673969,0.0123107059,0.0154151122,0.0145220205,0.0141346303,0.015338907,0.0144209674,0.0158160681,0.0158531104,0.015903057,0.01555015,0.0177565708,0.0159069097,0.0115654716,0.0156192972,0.0158340438,0.0157833382,0.006419903,0.0065349606,0.0133935205,0.0131664705,0.0131588149,0.0146949441,0.0131254476,0.0139984198,0.0096179082,0.0095680978,0.0075957054,0.0125690722,0.0119384368
0.0156020891,0.0163843731,0.006460761,0.0064964235,0.0064651561,0.0065709158,0.007408336,0.0086104122,0.0086104122,0.0099421983,0.0067145615,0.0104289115,0.0099421983,0.0081971747,0.0081971747,0.0081551844,0.0103748122,0.0085221129,0.0079676421,0.0083205768,0.0081284428,0.0098893608,0.0077532332,0.00743302,0.013435457,0.0171699368,0.0177741597,0.0174198758,0.017808791,0.0172272903,0.0180263965,0.0172463556,0.0176283674,0.0147407334,0.0146553389,0.0145696299,0.0147641466,0.0137549398,0.0065830728,0.0130744814,0.0130093891,0.0136849111,0.0142111203,0.013902109,0.0145928542,0.0178034141,0.0177805669,0.0115691744,0.0114650111,0.0130890458,0.0135858264,0.0121133271,0.0121618425,0.0121925884,0.0147704675,0.0149672051,0.0148219009,0.0164593245,0.0141462355,0.0143086611,0.0141763959,0.0134944855,0.0141612584,0.0136019523,0.0136284405,0.0123586424,0.0068641311,0.0049837302,0.0054477747,0.0119283841,0.0112516389,0.0127652018,0.0112476209,0.0116941292,0.0140128924,0.0128063875,0.0135222632,0.0135156014,0.015042919,0.015989335,0.0094874518,0.0098886587,0.0095043455,0.0128859223,0.012878125,0.0121437459,0.0118108764,0.0149649098,0.0144764841,0.0144574389,0.0159557155,0.0150663828,0.0158068738,0.015568578,0.0158821599,0.015498221,0.0177237391,0.0158823051,0.0117067231,0.0153278724,0.0158292731,0.0155814738,0.0063555533,0.0064646332,0.013435457,0.0132166403,0.0132067139,0.0147114479,0.0131694771,0.0138793965,0.0098113824,0.0097652282,0.007787633,0.0124007113,0.0118901287
0.0158177502,0.0166396558,0.0068050698,0.0068400059,0.0068076865,0.0069165309,0.0077700858,0.008594854,0.008594854,0.0099595262,0.0068504721,0.0104369853,0.0099595262,0.0081718804,0.0081718804,0.0081001575,0.0103653971,0.0085152186,0.0080459818,0.0083555832,0.0081316186,0.0098967742,0.00782684,0.0075573705,0.0136541363,0.0171647363,0.0178321891,0.0173516273,0.0178735509,0.0171962856,0.0181027189,0.0170561148,0.0175581592,0.0150825669,0.0149862793,0.0149214252,0.0151017807,0.0138770648,0.0064498559,0.0129560064,0.0129119065,0.0139552391,0.0142177808,0.0145646474,0.0152133912,0.0177955891,0.0178843738,0.0112084002,0.0111198196,0.013307571,0.0137874419,0.0120573794,0.0116607627,0.0117320467,0.0147225571,0.014612621,0.0148321196,0.01674943,0.0148125134,0.0148832752,0.0148652953,0.0142238162,0.0148324606,0.0137541655,0.0137865342,0.0123235398,0.0068326393,0.0051563658,0.0054077054,0.0118232092,0.0115915363,0.0122878264,0.0114412426,0.0117811599,0.0144228307,0.0128737433,0.0137244377,0.013795178,0.0153420974,0.0158271148,0.0092106464,0.0096637825,0.0092309665,0.0130302461,0.0130536773,0.012529394,0.0114242085,0.0152846412,0.0147526182,0.0150364551,0.0164100454,0.0156160203,0.0155290981,0.0154566071,0.0156127147,0.0152587627,0.0175214773,0.0156162356,0.0118805821,0.0152312613,0.0155536321,0.0154211696,0.0062642997,0.0063704434,0.0136541363,0.0134701613,0.0134640648,0.0151764342,0.0134232419,0.0142944314,0.0095706325,0.0095315783,0.0078121256,0.0124164127,0.0119012676
0.0159648936,0.0167894464,0.0070504539,0.0070716733,0.007046008,0.0071619782,0.0080175032,0.0085934386,0.0085934386,0.0100772622,0.0069369684,0.0105276448,0.0100772622,0.0081565448,0.0081565448,0.0079747677,0.0104224788,0.0085266337,0.0079535691,0.0082837309,0.008081433,0.0100095428,0.0079180622,0.007707274,0.0134594338,0.0171533776,0.0178092727,0.0173032345,0.0178561207,0.0171993082,0.0180447832,0.0172287624,0.017543027,0.0151489276,0.0150580095,0.0149956304,0.0151455075,0.0132448672,0.0063830893,0.0127887714,0.0127547089,0.0138394596,0.0145246519,0.0143214874,0.0149291797,0.0180140193,0.0179377082,0.0116009339,0.011493754,0.0131973971,0.0135605922,0.0119323776,0.0113547082,0.0113664283,0.0146163609,0.0149377929,0.0146857075,0.0169201498,0.0150367936,0.015101638,0.0150210533,0.014177513,0.0150333179,0.013519179,0.0133336235,0.0124571491,0.0067422094,0.0054205157,0.0054882108,0.0118414172,0.0113817922,0.0122245655,0.0113177846,0.0116999672,0.0141908762,0.012555195,0.0134641526,0.0135286554,0.0150186922,0.0158230964,0.0092737295,0.0097068157,0.0092939566,0.0130667082,0.0129202387,0.0122451728,0.0118077985,0.0155677957,0.014760711,0.0150328443,0.0165549491,0.0154114401,0.0151858464,0.015710729,0.0152680283,0.0149538394,0.0178518151,0.0152769457,0.0118806901,0.0154312519,0.0152063443,0.0158770769,0.0065545115,0.0066962955,0.0134594338,0.0133442783,0.0133176436,0.0150967498,0.0132795429,0.0141850874,0.0093814629,0.0093396198,0.0072655413,0.0118758922,0.0116239804
0.0162294872,0.0170392899,0.007129462,0.0071569335,0.0071262926,0.0072469113,0.0079229835,0.0087130382,0.0087130382,0.0101855896,0.0066643021,0.0106166743,0.0101855896,0.0082912542,0.0082912542,0.0080670847,0.0104539972,0.0086333146,0.0081239056,0.0084700847,0.0082646153,0.0101153549,0.007837878,0.0078332585,0.0134759993,0.0172122806,0.0177240979,0.0173011751,0.0177558674,0.0172124403,0.0179694979,0.0173837632,0.0176974257,0.0150146167,0.0149171938,0.0149159764,0.0150362347,0.0134038406,0.0065903412,0.0125676323,0.0125189844,0.0138609556,0.0146016226,0.014242916,0.0149392452,0.0182066878,0.0181493767,0.0115618146,0.0114507868,0.013137041,0.0135654597,0.0116208257,0.0115301483,0.0115101906,0.0151798462,0.0152919018,0.0150569594,0.0173988059,0.0146905341,0.0148100361,0.0146794056,0.0139457743,0.0146828576,0.013943306,0.0136470851,0.0124657389,0.0065916905,0.0055692584,0.0056428445,0.0119571299,0.0109666681,0.0123498908,0.0110890215,0.0115882563,0.0141667729,0.0124385951,0.0134593459,0.0136032625,0.0150230865,0.0161733983,0.0094724271,0.0099720563,0.0094939618,0.0129413841,0.012696266,0.0119080826,0.0117823618,0.0153884056,0.0145000841,0.0148031965,0.0165293705,0.0155068177,0.0152755226,0.0158625052,0.0153736941,0.0149803059,0.018003501,0.0153587441,0.0119163247,0.0155735837,0.0152916448,0.0160491274,0.0068858182,0.0070337828,0.0134759993,0.0133726368,0.013353423,0.0150621403,0.0133151848,0.0141816966,0.0095450632,0.0095090632,0.0074734347,0.0116982108,0.0114379212
0.0166775606,0.0172637967,0.0071725229,0.0072342424,0.0071834174,0.0072964611,0.0080320938,0.0087501151,0.0087501151,0.0102043964,0.0065806818,0.0106520519,0.0102043964,0.0083368221,0.0083368221,0.0081778485,0.0104368165,0.008659779,0.0081954103,0.0085370151,0.0083184783,0.0101591464,0.0076868028,0.0074304667,0.0136582528,0.0171613882,0.0178117174,0.0173032069,0.0178463722,0.0169524563,0.0180260611,0.0176538965,0.0176330167,0.0153787257,0.0152339563,0.0152093827,0.0154026868,0.0137097328,0.0067334639,0.0127618029,0.0127259808,0.0138906153,0.0147321405,0.0145047049,0.0152584827,0.0184829023,0.0182440523,0.0117619542,0.01165065,0.0132693778,0.0138150361,0.0119909139,0.0120607724,0.0120608183,0.0156021432,0.015773846,0.0153654779,0.0176825683,0.0148348306,0.0150207813,0.0148443035,0.0141536375,0.0148290202,0.0140579564,0.0139298322,0.012610541,0.0065750757,0.0055625547,0.0057621228,0.0120109847,0.0112543799,0.0123803389,0.0112937202,0.0117733181,0.0143175806,0.0127299868,0.013674198,0.0136419639,0.0151891106,0.016381846,0.0093723492,0.0099230457,0.0093863103,0.0131539174,0.012875082,0.0120522139,0.0119948688,0.0154654827,0.0147810667,0.0151312875,0.0168435037,0.016015971,0.0157428752,0.0159221272,0.0158378148,0.015454828,0.0181555522,0.0158302815,0.0118214183,0.015640337,0.0157668696,0.0160683238,0.0068260125,0.0069634195,0.0136582528,0.0134440118,0.013432534,0.0151408319,0.0133961604,0.0142564236,0.0094687241,0.009429554,0.0075277832,0.0121708356,0.0118452557
0.016736074,0.0174214372,0.0070688476,0.0071399545,0.0070864524,0.0071918768,0.0079020837,0.0086984028,0.0086984028,0.0101776139,0.0066164368,0.0106317035,0.0101776139,0.0082862952,0.0082862952,0.0081346507,0.0104434118,0.0086034486,0.0081692243,0.0084667195,0.0082250757,0.0101155611,0.0080328344,0.0075810323,0.0141970896,0.0173392861,0.0178137556,0.0176017063,0.017846725,0.0171049778,0.0180781403,0.0177266528,0.0176887931,0.0155010625,0.0153909146,0.0153551097,0.0155267646,0.0145208747,0.0065552969,0.0135688865,0.0135381455,0.0140718952,0.0147373406,0.0145118285,0.015132607,0.0186245712,0.0183768559,0.0121325236,0.0119967827,0.0137907452,0.0143663715,0.0124348229,0.0125633594,0.0125795733,0.0156638434,0.0159389816,0.0156415386,0.0175746872,0.0151689181,0.0152802202,0.015180332,0.0144530785,0.0151683299,0.0145731816,0.0146179851,0.0132569938,0.0067491365,0.0054396973,0.005668175,0.0126079958,0.0116384236,0.0125327722,0.011625516,0.0121433591,0.0143036514,0.0129373042,0.0137051875,0.0136882563,0.0150540913,0.0163775559,0.0092358973,0.009820166,0.0092504209,0.0136613764,0.0132339028,0.0123738202,0.0125911861,0.0157520139,0.0149395972,0.0153758722,0.0169957101,0.0160520198,0.0158071101,0.015823192,0.0159174622,0.0155040226,0.0179779212,0.0159008816,0.0118745295,0.0155604156,0.0158296024,0.0158766761,0.006552524,0.0066790719,0.0141970896,0.0139590757,0.0139640722,0.0157482535,0.0139319639,0.0149305341,0.0093737847,0.0093242049,0.0074302841,0.0129722434,0.0124324781
0.0166761632,0.0174470993,0.007140284,0.0072223708,0.007157916,0.0072708674,0.0081435431,0.0087162512,0.0087162512,0.0101745915,0.0066456616,0.0105989894,0.0101745915,0.0082999818,0.0082999818,0.0081001978,0.0103746825,0.0086254172,0.008194429,0.0084950762,0.0082593262,0.0100856186,0.0078154424,0.0074530639,0.0144338111,0.0175495694,0.0179076972,0.0179213035,0.0179359271,0.0174638708,0.0181894354,0.0175779584,0.0178631208,0.0155411514,0.0153903174,0.0153350222,0.0155461375,0.0144583424,0.0063513945,0.0139954195,0.0139339042,0.0150569396,0.0144639125,0.0150143715,0.0157314903,0.018354475,0.018145093,0.0125897188,0.0124525569,0.0140743743,0.0145693792,0.0130091049,0.0122561222,0.0122739778,0.0157108771,0.0160315076,0.0161234548,0.0171348646,0.0154071604,0.0153935736,0.0154335333,0.0146661577,0.0154218,0.0146366695,0.0146431931,0.0136364743,0.0070447896,0.0051620228,0.0053891109,0.0130751056,0.0121964146,0.0131774819,0.0122515194,0.0126812049,0.0149927875,0.013437407,0.0142838139,0.0145442605,0.0146939417,0.0164544118,0.0092243123,0.0098198832,0.0092345012,0.0141077403,0.0134928764,0.0129616813,0.0127950236,0.0157987326,0.0149821958,0.0154490917,0.017093825,0.0162463278,0.0155734931,0.0157574167,0.0157012965,0.0153101611,0.0179123375,0.0156935972,0.0114652563,0.0154610236,0.0155966139,0.0158612139,0.0064108347,0.0065400542,0.0144338111,0.0142593459,0.0142523125,0.0159095924,0.0142168438,0.0150674035,0.0093595929,0.0093225366,0.0074443339,0.0132208486,0.0126975604
0.0166865695,0.0170555861,0.0076491262,0.0077532603,0.007674245,0.0077976644,0.008783845,0.0087730072,0.0087730072,0.0102961099,0.006941646,0.0107155044,0.0102961099,0.0083776627,0.0083776627,0.008171862,0.0105201252,0.0086588939,0.008287103,0.0085945641,0.008353303,0.0102274502,0.0076486429,0.0074963186,0.0142123432,0.0175506217,0.0179274411,0.0180618932,0.0179456731,0.017526955,0.0181902696,0.0176318509,0.0179137467,0.0156640794,0.0155606884,0.0155042849,0.0156696655,0.0137344389,0.0063811457,0.0132714979,0.0132161257,0.0148328877,0.0141946278,0.0149912745,0.0157303912,0.0181914965,0.0180224792,0.0124331537,0.0123002356,0.013777019,0.0143228988,0.0124624148,0.0125844264,0.0125852723,0.0150445577,0.0155609625,0.0155521924,0.0172826098,0.0156969537,0.015797771,0.0156820412,0.0148588697,0.0157065641,0.014370382,0.0143099542,0.0133072572,0.0071211047,0.0054595599,0.0053555516,0.0129938453,0.011991944,0.0135471854,0.0122783662,0.0127296884,0.0149973287,0.0131657273,0.0142533384,0.0144020155,0.0143325285,0.015804573,0.0088228905,0.0094865599,0.0088245065,0.0138191176,0.0134320571,0.0128408988,0.0126440912,0.0161569759,0.0154321946,0.0155421821,0.0167910736,0.0161147104,0.0153941674,0.0156748174,0.0155228604,0.0151667472,0.0179862736,0.0155217118,0.0113319132,0.0153755111,0.0154104382,0.0158753993,0.0061898443,0.0063007082,0.0142123432,0.0140576668,0.0140357502,0.0160857078,0.014011646,0.015091355,0.0092025815,0.0091561085,0.0073912217,0.0125670709,0.0121010646
0.0166152094,0.0170172899,0.0082754886,0.0084074545,0.0083238934,0.0084395295,0.0092172913,0.0086211176,0.0086211176,0.0104486676,0.0069805051,0.0109183981,0.0104486676,0.0081777891,0.0081777891,0.0079064745,0.0107594946,0.0085548571,0.0078793377,0.008227371,0.0080454398,0.0104345599,0.0078851337,0.00751634,0.013815436,0.017643879,0.017907695,0.0180229082,0.0179397221,0.0176950006,0.0181597207,0.0174319283,0.0180168595,0.015541679,0.0154098242,0.0153432339,0.0155518408,0.0138712462,0.0065022927,0.0129127142,0.0128311413,0.0138620637,0.0144685879,0.0142214346,0.0149589269,0.0181599774,0.0178166573,0.0123186783,0.0122227547,0.0134330346,0.0138934457,0.0120764845,0.012277592,0.0122317421,0.0154428712,0.0157217823,0.0156040455,0.0173508566,0.0154938617,0.0156412484,0.0154849499,0.0146270971,0.015508579,0.0143524108,0.0142875455,0.012788345,0.0070575601,0.0060108363,0.0053484266,0.0129903471,0.0119037561,0.0132174009,0.0121334408,0.0125892637,0.0140114144,0.0125958172,0.0132955429,0.013448029,0.0145677698,0.0157971913,0.0090109634,0.0095601002,0.0090335898,0.0132529054,0.0128664026,0.0124623033,0.0123896241,0.0159377735,0.0150766971,0.0151371075,0.0168044198,0.0157972156,0.0153780379,0.0155392511,0.0155069052,0.0151653372,0.0177929497,0.0155124781,0.0114775351,0.0152755767,0.0153761441,0.0157092885,0.00659964,0.0067208434,0.013815436,0.0137324297,0.0136888255,0.0157707686,0.0136707762,0.0145310346,0.0093542078,0.0093033544,0.0071853078,0.0123046024,0.01190944
0.0166493543,0.0168810189,0.0088754731,0.0089792717,0.0089072627,0.0090367967,0.0098134252,0.0085896046,0.0085896046,0.0105134886,0.0068137691,0.0110213587,0.0105134886,0.0081143004,0.0081143004,0.0077380247,0.0108646587,0.0085549427,0.0077829254,0.008126383,0.0079602177,0.0105081143,0.0082544308,0.0078914703,0.0133720721,0.0176068464,0.0178256415,0.0179806345,0.0178653971,0.0176235575,0.0181537554,0.0176503526,0.0180825346,0.0153502464,0.0152392297,0.0152233998,0.0153817089,0.0144872217,0.006316496,0.0136304141,0.013551453,0.0140956936,0.0146779384,0.0141191714,0.0149672651,0.0182449904,0.0179808356,0.0122200825,0.0120937034,0.0130876735,0.0134422734,0.0123792047,0.0128615669,0.0128195564,0.015310471,0.0157866613,0.0155296773,0.0174529905,0.0150642193,0.0154662755,0.0151090901,0.0145043144,0.0150516783,0.0148283759,0.0147976488,0.012872686,0.0072711009,0.0069025545,0.0053543775,0.0129075422,0.0118373179,0.0127324693,0.0120626908,0.0125571707,0.0139758276,0.0126703179,0.0132601776,0.0135476568,0.0145863523,0.0160298162,0.0095148309,0.0100406108,0.0095436983,0.0130932464,0.0127049589,0.0120851637,0.0124903033,0.0157570526,0.0149657491,0.0152586415,0.0169745592,0.0160602148,0.0153951078,0.0155967474,0.0155136391,0.0151891689,0.0177740647,0.0155254745,0.0112955995,0.0153337301,0.0153853182,0.0156211217,0.0070332203,0.0071299509,0.0133720721,0.0133172644,0.0132950033,0.0153389936,0.01327467,0.0142120019,0.0099183407,0.0098526233,0.0075112774,0.012832419,0.0124871245
0.0167103097,0.0171887757,0.0090923356,0.0091774891,0.0091083231,0.0092530391,0.0100097085,0.0086226163,0.0086226163,0.0104929615,0.0066781455,0.0109844004,0.0104929615,0.0081526177,0.0081526177,0.0077125441,0.0108555247,0.0085813872,0.0076796309,0.0080956469,0.0079792469,0.0104860039,0.0086005662,0.0084094176,0.013611602,0.0176041227,0.0178599026,0.0178715047,0.0178915131,0.0177112804,0.018170161,0.0177250748,0.018119045,0.0154579388,0.015405786,0.0154249693,0.0154917547,0.0149077202,0.0063295669,0.0143912091,0.0142883153,0.0151849186,0.0144781389,0.0151121984,0.0158776484,0.0184455229,0.0182331368,0.0125430707,0.0124096193,0.0134172047,0.0136726144,0.0131345144,0.0133225118,0.0133424688,0.0154963826,0.0157756306,0.0158498945,0.0174359285,0.0150385283,0.0154963318,0.0150885978,0.0145775144,0.0150287658,0.0147636868,0.0147634618,0.0130647311,0.0077921828,0.0075069587,0.0051924483,0.0129895874,0.0121887491,0.0128383054,0.012300829,0.0127758874,0.015055104,0.0135995769,0.0144464533,0.0147171276,0.0146223917,0.0159273424,0.0097316476,0.0103550087,0.0097501448,0.0133242186,0.0135284547,0.012691538,0.0127957901,0.015883345,0.0154166158,0.0158975013,0.0173071535,0.0165249841,0.0152678931,0.0153988472,0.0153516688,0.0149619021,0.0174735729,0.0153459618,0.0114066778,0.015124791,0.0152757604,0.0155310931,0.0074707259,0.0075514356,0.013611602,0.0135871624,0.0135548658,0.0154497047,0.0135267255,0.0141712353,0.0101738948,0.0100905309,0.0076716899,0.0136156521,0.0131601417
0.0169879438,0.0173159854,0.0092619556,0.0093465431,0.0092726528,0.0094252681,0.0103019292,0.0087048023,0.0087048023,0.010452512,0.0066581891,0.0109621564,0.010452512,0.0082644932,0.0082644932,0.0078164231,0.0109186391,0.0086352572,0.007967621,0.0083462092,0.0081756224,0.0103862495,0.0085531153,0.0083187785,0.0144240123,0.0176112227,0.0178068728,0.0177945603,0.0178239304,0.0177529776,0.0180859721,0.0178850061,0.0181388248,0.0158561699,0.0157794033,0.0157989408,0.0158817589,0.0146886736,0.0066531535,0.0144926167,0.0143730882,0.0157455992,0.0144935216,0.0160048026,0.0166550728,0.0186463243,0.0182669042,0.0130572464,0.0129049589,0.0142819346,0.0145153116,0.0132611498,0.0128227903,0.0128484014,0.0156763389,0.015660091,0.0162154604,0.017671966,0.0156004248,0.0158146526,0.0156628762,0.0149332096,0.0156139575,0.0147902049,0.014387966,0.0139063526,0.0079253986,0.0073370391,0.0052052655,0.0133420902,0.0125574283,0.0129837353,0.0125751672,0.0130272978,0.0159000082,0.0139714839,0.0152724853,0.0154141443,0.0144140597,0.0156792812,0.009612253,0.0102167995,0.0096230905,0.0142645686,0.0140998395,0.0133566665,0.0132936054,0.0160099235,0.0154486533,0.0163140714,0.0174489326,0.016919734,0.0150367091,0.0153359278,0.0151269549,0.0147211049,0.0176382563,0.0151159319,0.0114613903,0.0150365076,0.0150561889,0.0155776118,0.0076522799,0.0077567514,0.0144240123,0.0143666936,0.0143242575,0.0162078484,0.0143084873,0.0151332797,0.0101343759,0.0100608266,0.0078438023,0.0135660257,0.0130636118
0.0169797802,0.0172481267,0.0091795924,0.0092635674,0.0091936424,0.0093381986,0.0100797125,0.0087809358,0.0087809358,0.0104584421,0.0068652143,0.0109286122,0.0104584421,0.0083523816,0.0083523816,0.007950108,0.0108207698,0.0086983018,0.0081849483,0.0085232601,0.00831704,0.0103756657,0.0085869153,0.0083744452,0.0143225742,0.0177349005,0.0176737887,0.0181340985,0.0176839019,0.0177891561,0.0179265616,0.0180937443,0.0180831859,0.0159456283,0.0158707179,0.0158906901,0.0159438339,0.0146029615,0.0064624229,0.013692874,0.0135766392,0.0154614992,0.0143262101,0.0159144283,0.0166242269,0.0185842017,0.0181801101,0.0123453422,0.0121829186,0.0139114012,0.0144140103,0.0123845137,0.0126127344,0.0125539094,0.0157490101,0.015691567,0.0161231024,0.0176741809,0.0160424741,0.0160038325,0.0160874665,0.0152684019,0.0160774117,0.0148071434,0.014698674,0.0131920457,0.0078337063,0.0069207545,0.0055452934,0.0125118068,0.0114221117,0.0137856686,0.0116565394,0.0121752999,0.0156949374,0.0130371429,0.0147634367,0.0149899054,0.0142897663,0.0156483955,0.0097144754,0.0103393275,0.0097228677,0.0137435839,0.0136980137,0.0125684505,0.01255982,0.0161047186,0.0154062006,0.0163136936,0.017515442,0.0169335101,0.0153965337,0.0155516421,0.0155139601,0.0150611524,0.0177423177,0.0154867746,0.0115329906,0.015282701,0.0154118636,0.0156259066,0.0072723209,0.0073856861,0.0143225742,0.0141887818,0.0141949874,0.0167028186,0.0141682443,0.0154761881,0.0101654018,0.0101032671,0.007618542,0.0128061893,0.0124811816
